quality_tier,quality_score,discovery_source,registry_journal,title,year,doi,url,rights_class,authority_rank,topics,dossier_use_buckets,citation_count,abstract
A,11,crossref,Aesthetic Medicine,The author’s Timeless protocol: biostimulating peptides and picosecond alexandrite laser as an innovative approach to cellular rejuvenation,2025,10.17116/plast.hirurgia202501180,https://doi.org/10.17116/plast.hirurgia202501180,unknown,4,lasers_energy_devices; rf_microneedling_ultrasound; skin_quality_peels,clinical_gateway_source; safety_floor; sales_education_support; combination_observation; structured_taxonomy_support,0,"Objective. To estimate the effectiveness and safety of mesotherapeutic cocktail with peptides, picosecond laser and skin care products containing peptides for increasing skin elasticity, firmness and quality. Material and methods. At the first stage, 15 patients received injections of peptide-based mesotherapeutic cocktail and picosecond laser procedure at the same day. Moreover, they used skin care products with peptides within a month. Results were followed-up using photography and Global Aesthetic Improvement Scale (GAIS). At the second stage, umbilical region in 3 patients was divided into 5 areas for different procedures: area I — combination of 3 methods, area II — laser exposure alone, area III — mesotherapy alone, area IV — skin care alone, area V — control. Objective control implied ultrasound and histological examination of skin in each area. Results. After the first stage, macroscopic photographs revealed significantly better skin texture, smoothing of fine wrinkles, homogenization of color and reduction of hyperpigmentation. About 93.3% of patients and 93.3% of doctors presented the most positive opinion about treatment outcomes, and all respondents were satisfied with overall results. At the second stage, area I had significant dermis thickening, homogeneity and epidermis compaction, as well as slightly higher echogenicity compared to the control one. Histological examination revealed more intense collagen renewal process in areas I, II and III. Combined method of exposure was the most effective, while skin care products alone showed no significant effect. Conclusion. Combined techniques demonstrated effectiveness and safety. Indeed, this protocol can improve soft tissues of the face, neck and decollete, reduce fine lines and pigment spots."
A,11,openalex,Aesthetic Plastic Surgery,"A BERT-Based Empirical Analysis of Medical Aesthetic Health Risks — A Study on the ""Rednote"" Platform",2025,10.1145/3759972.3760173,https://doi.org/10.1145/3759972.3760173,open_access_cc_by,2,lasers_energy_devices; skin_quality_peels,clinical_gateway_source; combination_observation; structured_taxonomy_support,0,"In this study, we investigated consumers' views on and potential health risks of four popular aesthetic plastic surgeries on the Rednote platform: Photorejuvenation, Picosecond Laser Treatment, Facial Slimming Injection, and Hydrodermabrasion Injection. Through systematic data collection and analysis, a comprehensive framework has been developed that enhances content assessment by combining various deep learning methods. Our method integrates three neural network architectures, text-CNN, DPCNN and TextRNN, to carry out fine-grained sensitivity analysis, and classifies user feedback into three categories: positive, neutral and negative. These multi-model methods capture localized patterns and sequential dependencies in the user-generated content. The study further established two levels of risk assessment system. After initial characteristic extraction and risk indication under expert guidance, conduct predictive analysis with professional classifier based on BERT. This dual analysis effectively identifies potential health issues in consumer discussions. The model shows an effective ability to detect different types of risk information and provides useful support for consumer awareness and platform security measures."
A,11,openalex,Aesthetic Plastic Surgery,"A prospective, comparative evaluation of axillary hair removal with an 808-nm diode laser at different fluences",2019,10.14730/aaps.2019.01599,https://doi.org/10.14730/aaps.2019.01599,open_access_cc_by,2,lasers_energy_devices,clinical_gateway_source; sales_education_support; timing_maintenance,1,"Background Diode lasers are the gold standard for removing unwanted hair. Lowering the energy should result in less pain and could theoretically affect therapeutic efficacy. This study evaluated the efficacy of an 808-nm diode laser at different fluences for permanent axillary hair removal in Korean women. Methods Twenty-four Korean women were divided into two groups. Each patient received laser treatment at both axillae, which were divided into upper and lower parts. Each part received different fluence from an HR808 prototype diode at 1-month intervals: 8, 10, 12, and 14 J/cm2. Hair count and thickness were recorded at each follow-up visit and at a 3-month follow-up after the final laser treatment by photography and using a folliscope. At the final visit, pain and patient satisfaction were surveyed. Three plastic surgeons assessed the results on photographs. Results The mean hair follicle density reduction was 62.18%, 65.28%, 73.08%, and 78.29% on the right upper side, right lower side, left upper side, and left lower side, respectively. The mean hair follicle thickness reduction was 45%, 48%, 54%, and 59% on the right upper side, right lower side, left upper side, and left lower side, respectively. In the plastic surgeons’ assessment, the left upper and lower sides scored 2.71. The right upper and lower sides scored 2.38 and 2.04, respectively. Conclusions High-fluence (14 J/cm2) treatment with an HR 808 prototype diode laser efficiently removed unwanted hair. No significant difference in comfort was reported compared to the low-fluence mode (8–10 J/cm2)."
A,11,openalex,Aesthetic Plastic Surgery,Botulinum Toxin Type A for Treatment of Masseter Hypertrophy: Volumetric Analysis of Masseter Muscle Reduction over Time,2016,10.14730/aaps.2016.22.2.79,https://doi.org/10.14730/aaps.2016.22.2.79,open_access_cc_by,2,injectables_neurotoxins,clinical_gateway_source; combination_observation; timing_maintenance; structured_taxonomy_support,4,"Background There has been increasing interest in facial contouring procedures throug hout Asian countries. As such, botulinum toxin A injections for masseteric hypertrophy have become a common procedure provided to patients who desire nonsurgical cor rection of a squareangled mandible. We published a retrospective review of our initial results and our technique and treatment protocol in 2005. We also completed a long term followup of the results (average followup period of 4.28 years) and the efficacy of repeated injections in 2010. The purpose of the current study is to systematically evaluate the changes to the masseter muscle at weekly intervals to determine the physiologic effects of botulinum toxin A injection. Methods Eight patients were prospectively followed on a weekly basis after botulinum toxin A injection for masseteric hypertrophy. Eight patients were followed for 15 weeks and four patients were followed for 25 weeks. Changes in the thickness of the muscle were recorded and analyzed. Results A reduction in the muscle thickness was found during the clenching phase of the muscle in the first week followed by a reduction in thickness during the resting phase in the second week. The reduction in muscle thickness continued until the elev enth week after which there was a gradual, but incomplete, return of muscle thickness over the study period. Conclusions There is a predictable, phasic reduction in muscle thickness after botuli num toxin A injection for masseteric hypertrophy. This reduction first occurs during the clenching phase followed by a concomitant reduction during the resting phase. Maxi mal size reduction occurs at 11 weeks followed by gradual muscle size recovery."
A,11,openalex,Aesthetic Plastic Surgery,Changing Aesthetic Surgery Interest in Men: An 18-Year Analysis,2023,10.1007/s00266-023-03344-9,https://doi.org/10.1007/s00266-023-03344-9,open_access_cc_by,2,dermal_fillers; rf_microneedling_ultrasound; skin_quality_peels,clinical_gateway_source; structured_taxonomy_support,25,"Abstract Background Historically, men have been shamed if they cared seemingly too much about their appearance and especially, if they pursued aesthetic surgery. However, due to the changing landscape of the culture, this stigma has seemed to decrease. Men have diverse and quickly changing interests in particular procedures that have not been readily explored in the currently available reports. To examine this, we analyzed interest in specific plastic surgery procedures in men over the last two decades using the Google Trends tool. Methods The most common cosmetic procedures were chosen from the American Society of Plastic Surgeons website and served as the search terms for the Google Trends tool from 2004 to 2021. All 19 procedures were examined for overall trends and for changes in the last decade through comparing the data in bisected time periods. Results Interest in all plastic surgery procedures in men increased since 2004 except for breast reduction. Most notably, jawline filler, Botox, microneedling, lip filler, chemical peel, CoolSculpting, and butt lift had the largest trend increases. In the last decade, all procedures showed a significant increase in interest. Conclusions While surgical volume data are valuable, our study shows that Google Trends is a beneficial tool to predict quickly changing and specific trends, especially as the patient population of plastic surgery grows with increased diversity and generational changes. Our study shows that there is an increase in male-centered plastic surgery procedures, especially nonsurgical facial procedures. Male interest in plastic surgery will continue to increase with time. Level of Evidence IV This journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings, please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266 ."
A,11,crossref,Aesthetic Plastic Surgery,Comparison of the efficacy and safety between a new monophasic hyaluronic acid filler and a biphasic hyaluronic acid filler in correcting facial wrinkles,2023,10.14730/aaps.2023.00836,https://doi.org/10.14730/aaps.2023.00836,unknown,2,dermal_fillers,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance; structured_taxonomy_support,0,"Background The longstanding and common use of hyaluronic acid (HA) has driven the expanded development of various commercial HA fillers. However, differences in the components of these HA fillers lead to variations in their effect. We compared the <i>in vivo</i> safety and efficacy of biphasic HA (BHA) and a new monophasic HA (MHA) for improving facial wrinkles. We investigated differences in outcomes after their injection into nasolabial folds (NLFs) using the Wrinkle Severity Rating Scale (WSRS), patient satisfaction using the Global Aesthetic Improvement Scale (GAIS), and pain using a visual analog scale (VAS). We also performed a safety assessment of the two fillers.Methods This matched-pair, double-blind, randomized study compared the degree of temporal wrinkle improvement in the NLFs of 91 participants using the BHA filler versus the new MHA filler. Safety and efficacy were compared at 8 and 24 weeks.Results At 24 weeks after application, the average WSRS scores were 2.17±0.72 (BHA) and 2.07±0.71 (MHA) (P=0.034). The average GAIS scores, as measured by a treating investigator at 8 weeks and 24 weeks, were 0.94±0.76 (BHA) and 0.98±0.78 (MHA) at 8 weeks (P=0.181), and 0.44±0.64 (BHA) and 0.49±0.69 (MHA) at 24 weeks (P=0.103). The VAS pain score was 0 points at 30 minutes after filler application in both groups.Conclusions Both the BHA filler and the new MHA filler were safe and effective for improving facial wrinkles in NLFs, but the new MHA filler was more effective for the cosmetic improvement of wrinkle severity than the BHA filler."
A,11,openalex,Aesthetic Plastic Surgery,"Concentric Malar Lift in the Management of Lower Eyelid Rejuvenation or Retraction: A Clinical Retrospective Study on 342 Cases, 13 Years After the First Publication",2018,10.1007/s00266-018-1079-0,https://doi.org/10.1007/s00266-018-1079-0,open_access_cc_by,2,skin_quality_peels,clinical_gateway_source; timing_maintenance,23,"BACKGROUND: Lower eyelid rejuvenation can, unfortunately, induce scleral show even if the lower eyelid procedure is limited. This study was designed to assess the effectiveness and reliability of the concentric malar lift technique in two scenarios: the first, in rejuvenation of the mid-face and, the second, in reconstructive surgery for correction of congenital or acquired eyelids malposition. METHODS: The concentric malar lift technique was first published by Le Louarn (Aesthet Plast Surg 28(6):359-372, 2004). This retrospective study was carried out by analyzing data on patients operated on between January 2010 and January 2016. Patients operated on before 2010 were excluded because barbed thread sutures were not used in the first version of the technique. Patients after January 2016 were excluded to ensure adequate follow-up, and so 342 patients are included in the study. A total of 256 cases (75%) were for aesthetic mid-face lifting, and 86 cases (25%) were reconstructive surgeries for lower eyelid retraction. A spacer graft was used in 30 of these reconstructive cases (35%). The mean follow-up time was 13.6 months. All the concentric malar lifting procedures included strengthening the lateral canthus, which is a key element of the procedure. RESULTS: None of the patients developed secondary eyelid malposition, and all the cases of lower eyelid retraction displayed marked improvement both functionally and aesthetically. Two patients experienced loss of sensitivity of part in the infra-orbital nerve distribution for 4 months after the procedure. CONCLUSION: The concentric malar lift procedure enables the recruitment of a significant amount of skin into the lower eyelid: between 10 and 30 mm. It ensures better rejuvenation of the mid-face with minimal risk of lower eyelid malposition. In reconstruction of the lower eyelid lid, the concentric malar lift is able to reduce the need for skin grafting and a skin flap reducing the risks of visible scarring. LEVEL OF EVIDENCE IV: This journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings, please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266 ."
A,11,openalex,Aesthetic Plastic Surgery,Correction of Dark Coloration of the Lower Eyelid Skin with Nanofat Grafting,2014,10.14730/aaps.2014.20.2.92,https://doi.org/10.14730/aaps.2014.20.2.92,open_access_cc_by,2,skin_quality_peels,safety_floor; structured_taxonomy_support,20,"nanofat' grafting and introduced its characteristics and clinical applications. The authors used their nanofat grafting to correct lower eyelid dark circles. Methods Nanofat grafting was performed in 19 patients for dark lower eyelids. The grafts were injected into subdermal layer using blunt cannula. Microfat grafting with nasojugal fold was performed to all the patients. Among them, 18 patients received transconjunctival fat removal at the same time. Results All the patients showed much improvement from preoperative dark coloration. There were no visible lumps of fat, contour irregularities, or fat necrosis. Postoperative edema and ecchymosis were minimal. Conclusions Nanofat grafting methods provide a good alternative for correcting dark circles by augmenting thin skin with lower complications. This simple, cost effective procedure is suitable for correction of dark circles and various skin rejuvenation purposes."
A,11,crossref,Aesthetic Plastic Surgery,Effectiveness of Radiofrequency Microneedling in the Treatment of Dermatological Conditions: A Systematic Review,2026,10.1007/s00266-026-05834-y,https://doi.org/10.1007/s00266-026-05834-y,unknown,2,injectables_neurotoxins; lasers_energy_devices; rf_microneedling_ultrasound; skin_quality_peels,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance; structured_taxonomy_support,0,"Abstract Background Radiofrequency microneedling (RFMN) utilizes RF energy delivered via needles to the dermis to enhance texture, reduce laxity, and improve dyschromia. However, evidence has been fragmented by indication/device heterogeneity. We evaluated clinical effectiveness, safety, and patient-reported outcomes (PROs) of RFMN across dermatological conditions. Methods Searches of PubMed, Google Scholar, and Semantic Scholar (January 2015–July 2025) (PROSPERO registration: CRD420251089393) were conducted, and English-language RCTs, cohort studies, case series, and reports of RFMN across skin indications were included (non-human studies excluded). A modified Critical Appraisal Skills Programme (CASP) checklist was used for quality analysis. Findings were narratively synthesized. Results Forty-one studies met the criteria (15 RCTs, 19 prospective non-randomized studies, 5 prospective cohorts, 2 case series) spanning diverse geographies and Fitzpatrick skin types. For atrophic acne scars, RFMN consistently reduced scar scores and demonstrated efficacy comparable to fractional lasers. For skin laxity/photoaging, RFMN improved wrinkle scales, dermal density, and submental volume, (histologically evidenced). Additional benefits were noted for rosacea, melasma, and striae, though effect sizes varied. In primary axillary hyperhidrosis, botulinum toxin A outperformed RFMN for symptom reduction/comfort. Safety was favorable; erythema, edema, and transient pain predominated; post-inflammatory hyperpigmentation was infrequent and self-limited. PROs indicated high satisfaction and minimal downtime. Reporting of technical parameters, especially temperature, pulse width, and cooling, was inconsistent. Conclusions RFMN is safe, well-tolerated, with credible efficacy across multiple indications and skin types, and an attractive recovery profile. Standardized outcomes, longer follow-up periods, and rigorous reporting of device settings are necessary to refine protocols and facilitate head-to-head device comparisons. Level of Evidence III This journal requires that authors assign a level of evidence to each article. For a full description of these evidence-based medicine ratings, please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266 ."
A,11,openalex,Aesthetic Plastic Surgery,Efficacy of a long-pulsed 1064-nm Nd:YAG laser in acute scar redness,2023,10.14730/aaps.2023.00843,https://doi.org/10.14730/aaps.2023.00843,open_access_cc_by,2,lasers_energy_devices,clinical_gateway_source; sales_education_support; timing_maintenance,2,"Background The initial redness of the scar on a postoperative suture site is a natural phenomenon that fades over time. However, with a long period of redness, patients complain about cosmetic discomfort, and the possibility of pigmentation changes is induced. We investigated the use of a long-pulsed 1064 nm Nd:YAG laser as a noninvasive treatment for improving the redness of these scars.Methods A retrospective chart review was conducted on 36 patients who underwent excision of a nevus on the face. Fourteen patients received laser treatment and another 22 patients used only scar management ointment. Patients were followed up 1 week after the sutures were removed. The photographic images taken at the time of suture removal and 2 months later were reviewed. The evaluation was performed on a 7-point scale by adding the Japan Scar Workshop (JSW) scar scale’s redness and erythema scores.Results The average initial JSW scar scale score of the treatment group was 4.6, and that of the nontreatment group was 4.2. When the re-evaluation was performed 2 months later, the score of the treatment group decreased to 2.2 and that of the nontreatment group decreased to 3.1. The difference in the JSW scar scale between the treatment group and the nontreatment group according to laser performance was statistically significant (P=0.03).Conclusions The treatment method with a long-pulsed 1064 nm Nd:YAG laser that is less invasive and has a quick effect can be a good alternative for improving this initial scar redness."
A,11,openalex,Aesthetic Plastic Surgery,The Ideals of Facial Beauty Among Chinese Aesthetic Practitioners: Results from a Large National Survey,2018,10.1007/s00266-018-1241-8,https://doi.org/10.1007/s00266-018-1241-8,open_access_cc_by,2,injectables_neurotoxins; medspa_general,clinical_gateway_source; structured_taxonomy_support,38,"As the demand for cosmetic procedures increases, the importance of patient-centred care in this field becomes more prominent. The aesthetic practitioners' ideals of beauty, in addition to their knowledge and perception of patients' ideals of beauty and expectations, are important during doctor-patient communication. These are important in strengthening practices of patient-centred communication and treatment. This study was conducted to investigate ideals of facial beauty among Chinese aesthetic practitioners. A questionnaire with simple sketches of facial features was given to aesthetic practitioners in Chinese cosmetology hospitals and clinics to assess aesthetic practitioners' ideals of beauty and their preferences for facial shapes, facial profile, nose and lip shape, jaw angle, and chin shape. A total of 596 surveys were completed. This survey revealed that Chinese aesthetic practitioners preferred a heart/inverted triangular facial shape with a reduced lower face height, a straight and small nose, as well as lips that are full medially and taper off laterally with well-defined borders and Cupid's bow. An obtuse jaw angle for women and a square well-defined jaw angle for men, and a round and pointy chin for both women and men were the most preferred. A majority (66.7%) of the respondents said they would have plastic surgery. However, if given the choice 82.9% indicated they would opt for non-surgical procedures. Finally, a clear majority (90.5%) believed that being beautiful would improve their daily life. The results were then compared to a similar previous study in which the same ideals of beauty were investigated among Chinese laypersons. This information will help the aesthetic professionals to understand their patient's requests and expectations better and therefore aid in offering and providing treatments that are in line. LEVEL OF EVIDENCE V: This journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings, please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266 ."
A,11,crossref,Aesthetic Surgery Journal Open Forum,Commentary on: A Multicenter Evaluation of Paradoxical Adipose Hyperplasia Following Cryolipolysis for Fat Reduction and Body Contouring: A Review of 8658 Cycles in 2114 Patients,2021,10.1093/asj/sjab219,https://doi.org/10.1093/asj/sjab219,open_access_cc_by,2,body_contouring,clinical_gateway_source; safety_floor,1,
A,11,crossref,Aesthetic Surgery Journal Open Forum,Commentary on: Characteristics and Treatment of Patients Diagnosed With Paradoxical Adipose Hyperplasia After Cryolipolysis: A Case Series and Scoping Review,2022,10.1093/asj/sjac218,https://doi.org/10.1093/asj/sjac218,open_access_cc_by,2,body_contouring,clinical_gateway_source; safety_floor,0,
A,11,crossref,Aesthetic Surgery Journal Open Forum,"Cryolipolysis: A Reconsideration of Efficacy, Safety, and the Risk of Paradoxical Adipose Hyperplasia",2023,10.1093/asj/sjac255,https://doi.org/10.1093/asj/sjac255,open_access_cc_by,2,body_contouring,clinical_gateway_source; safety_floor,5,
A,11,openalex,Aesthetic Surgery Journal Open Forum,Exploring Available Plastic Surgery Reward Programs and Proposing a Modeled Approach,2024,10.1093/asjof/ojae128,https://doi.org/10.1093/asjof/ojae128,open_access_cc_by,2,medspa_general; skin_quality_peels,clinical_gateway_source; sales_education_support,0,"There is a paucity of literature exploring private practice reward programs within plastic and aesthetic surgery. In this study, the authors explore private practice websites and identify universal commercial programs and practice-specific programs being adopted. They aim to evaluate the current landscape of private practice reward programs by examining their advantages and limitations. Additionally, they propose an ""ideal"" loyalty program that could enhance patient engagement, satisfaction, and practice growth. A review was performed to identify available reward programs and models. Private practice websites were examined for available reward models. Commercial loyalty programs were cross-referenced to determine practices leveraging them. Data collected included private practice reward program type, region, and total surgeons at the practice. Advantages and areas of improvement were analyzed of existing programs and discussions with private practice surgeons generated proposals of an ideal loyalty program model. There were no articles on plastic surgery reward programs. Private practice websites suggested 3 universal reward systems, including Allē (Allergan, Inc., Dublin, Ireland), Aspire (Galderma, Lausanne, Switzerland), and Evolus (Newport Beach, CA). A total of 4 private practices with custom reward programs were identified. Universal reward systems are point-based and often lack excitement for the consumer. These benefits accumulate points across different providers, but often lack practice-specific reward opportunities. Although beneficial, most commercially available loyalty programs do not integrate into electronic medical records (EMRs) to track usage and challenges exist in tracking patient utilization. The ideal platform harmonizes the advantages of commercial loyalty programs with tailored practice-specific rewards while having the capacity to integrate with the EMR and capture patient utilization."
A,11,crossref,Aesthetic Surgery Journal Open Forum,Gluteal aesthetic unit classification: A tool to improve outcomes in body contouring,2006,10.1016/j.asj.2006.01.001,https://doi.org/10.1016/j.asj.2006.01.001,open_access_cc_by,2,body_contouring,clinical_gateway_source; sales_education_support,46,
A,11,crossref,Aesthetic Surgery Journal Open Forum,The Association Between Repeated Lip Augmentation With Hyaluronic Acid Filler and Recurrence of Herpes Labialis: A Longitudinal Self-controlled Study,2026,10.1093/asjof/ojag060,https://doi.org/10.1093/asjof/ojag060,open_access_cc_by,2,dermal_fillers; lasers_energy_devices,clinical_gateway_source; sales_education_support,0,"Abstract Background Recurrent herpes labialis (RHL) is a common condition characterized by episodic viral reactivation triggered by local or systemic factors. Hyaluronic acid (HA) lip augmentation is widely performed for aesthetic purposes, yet its potential association with changes in herpes labialis recurrence has not been systematically evaluated. Objectives The aim of this study was to investigate whether repeated lip augmentation with HA filler is associated with changes in the incidence of RHL episodes over time. Methods A self-controlled longitudinal observational study was conducted in adult patients with a documented history of RHL undergoing lip augmentation with HA filler between 2016 and 2025. Each participant served as their own control, with recurrence rates compared across predefined baseline and posttreatment intervals. The primary outcome was the incidence of clinically typical herpes labialis episodes, expressed as episodes per person-year. Recurrent events were analyzed using generalized estimating equations with a negative binomial distribution. Results Ninety patients were included in the final analysis. Baseline incidence was 5.22 episodes per person-year. No significant change in recurrence rate was observed after the first filler session. A statistically significant reduction emerged after the second session (incidence rate ratio [IRR] 0.81; 95% CI, 0.72-0.91; P &lt; .001) and became more pronounced after subsequent sessions. After 4 sessions, the IRR was 0.55 (95% CI, 0.45-0.66; P &lt; .001). Recurrence rates stabilized after multiple treatments. Conclusions In this longitudinal self-controlled cohort, repeated lip augmentation with HA filler was associated with a progressive reduction in RHL incidence after multiple sessions. The clinical relevance of this observed reduction was not predefined. Although causality cannot be established, the temporal pattern and statistical robustness of the findings warrant further investigation. Level of Evidence: 4 (Therapeutic)"
A,11,crossref,Aesthetic Surgery Journal Open Forum,"The Effect of Massive Weight Loss Status, Amount of Weight Loss, and Method of Weight Loss on Body Contouring Outcomes",2014,10.1177/1090820x14528208,https://doi.org/10.1177/1090820x14528208,open_access_cc_by,2,body_contouring; glp1_aesthetics,clinical_gateway_source; sales_education_support,51,
A,11,openalex,Cosmetic Surgery and Medicine,Guidelines on Photoepilation: Techniques for Intimate Body Areas,2023,10.61440/jmcns.2023.v1.33,http://doi.org/10.61440/jmcns.2023.v1.33,open_access_cc_by,4,lasers_energy_devices,clinical_gateway_source; safety_floor,0,"General best practice guidelines for safe laser/IPL hair reduction have already been published in peer reviewed professional medical journals. The safe operation of a laser/IPL for hair reduction demands creation of a facility safety protocol, compliance with laser/IPL system set-up, designated client parameters and dosimetry. Compliance with national, regional and local regulations are equally applicable for hair removal prior to gender reassignment surgery. These guidelines briefly review the options for hair reduction and the mode of action of photoepilation but concentrate on classification of birth male and birth female intimate body areas and treatment procedure including planning prior to gender reassignment surgery. There is a dedicated review section on pilonidal sinus treatment procedure as well as delegation of photoepilation, adverse effects, safety precautions, pain control and client aftercare."
A,11,crossref,Journal of Aesthetic Nursing,Combined fractional radiofrequency microneedling and non-crosslinked hyaluronic acid for <i>atrophic acne scarring</i>,2026,10.12968/joan.2025.0059,https://doi.org/10.12968/joan.2025.0059,unknown,4,dermal_fillers; lasers_energy_devices; rf_microneedling_ultrasound; skin_quality_peels,clinical_gateway_source; safety_floor; sales_education_support; combination_observation,0,"This case study examines the combined use of Morpheus8 fractional radiofrequency microneedling and Croma Revitalis, a non-crosslinked hyaluronic acid formulation, in treating atrophic acne scarring in a 35-year-old female patient. Despite previous therapies, including retinoids, chemical peels, and laser treatments, her scars remained prominent and continued to affect her psychological wellbeing. A tailored two-step protocol was implemented to address both dermal remodeling and hydration deficits. Morpheus8 stimulated neocollagenesis through controlled thermal coagulation, while Croma Revitalis provided immediate volumisation and improved elasticity. The patient demonstrated notable improvements in skin texture, scar depth, and overall appearance, with no significant adverse effects reported. This case highlights the value of combining RF microneedling with HA-based revitalisation to enhance outcomes in patients with persistent acne scarring."
A,11,crossref,Journal of Aesthetic Nursing,Microneedling and melasma: delivering successful patient solutions,2017,10.12968/joan.2017.6.7.334,https://doi.org/10.12968/joan.2017.6.7.334,unknown,4,rf_microneedling_ultrasound; skin_quality_peels,clinical_gateway_source; safety_floor; sales_education_support; combination_observation; timing_maintenance,0,"Melasma is a hormone-related and ultraviolet radiation-activated form of hyperpigmentation that appears as bilateral facial macules. It is often claimed to be the most challenging type of hyperpigmentation to treat, as there is a high risk of the condition becoming worse. As melanocytes are highly sensitive to heat and collateral damage created by keratinocyte thermolysis, microneedling delivers innovative and effective results, while respecting melanocyte integrity. A corrective cascade is activated by the release of regulatory growth factors for quick and impressive outcomes. Treatment with microneedling is suitable for all Fitzpatrick skin types and heritages. Combination therapies with microneedling, including the infusion of active depigmenting agents, deliver even greater treatment versatility and results. Patient commitment to the daily topical application of both pigment-blockers and a high sun protection factor enable further long-term management of this chronic, recalcitrant skin condition."
A,10,openalex,Aesthetic Plastic Surgery,Assessing the Informational Value of Large Language Models Responses in Aesthetic Surgery: A Comparative Analysis with Expert Opinions,2025,10.1007/s00266-024-04613-x,https://doi.org/10.1007/s00266-024-04613-x,open_access_cc_by,2,dermal_fillers; injectables_neurotoxins,clinical_gateway_source; structured_taxonomy_support,6,"BACKGROUND: The increasing popularity of Large Language Models (LLMs) in various healthcare settings has raised questions about their ability to provide accurate and reliable information. This study aimed to evaluate the informational value of Large Language Models responses in aesthetic plastic surgery by comparing them with the opinions of experienced surgeons. METHODS: Thirty patients undergoing three common aesthetic procedures-dermal fillers, botulinum toxin injections, and aesthetic blepharoplasty-were selected. The most frequently asked questions by these patients were recorded and submitted to ChatGpt 3.5 and Google Bard v.1.53. The answers provided by the Large Language Models were then evaluated by 13 experienced aesthetic plastic surgeons on a Likert scale for accessibility, accuracy, and overall usefulness. RESULTS: The overall ratings of the chatbot responses were moderate, with surgeons generally finding them to be accurate and clear. However, the lack of transparency regarding the sources of the information provided by the LLMs made it impossible to fully evaluate their credibility. CONCLUSIONS: While chatbots have the potential to provide patients with convenient access to information about aesthetic plastic surgery, their current limitations in terms of transparency and comprehensiveness warrant caution in their use as a primary source of information. Further research is needed to develop more robust and reliable LLMs for healthcare applications. LEVEL OF EVIDENCE I: This journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings, please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266 ."
A,10,openalex,Aesthetic Plastic Surgery,Complications of Injectable Soft Tissue Filler,2015,10.14730/aaps.2015.21.1.1,https://doi.org/10.14730/aaps.2015.21.1.1,open_access_cc_by,2,dermal_fillers,safety_floor,6,"Recently, various kind of soft tissue filler are available. Each filler has its own property. So the clinician has to choose proper the filler according to the patient' s need to obtain good aesthetic result and to prevent undesired complications. In order to understand the nature of each filler, filler can be categorized the three broad groups, autologous, biologic, and synthetic filler, according to origin First, autologous filler can be obtained from own tissue such as dermis, fascia, cartilage, and fat [6-8]. Among them, autologous fat is most common injectable material. Autologous fat is regarded as ideal"
A,10,crossref,Aesthetic Plastic Surgery,Effectiveness of a Standardised Treatment Protocol in the Management of Melasma: A Retrospective Analysis,2025,10.1177/30499240251322281,https://doi.org/10.1177/30499240251322281,unknown,2,lasers_energy_devices; rf_microneedling_ultrasound; skin_quality_peels,clinical_gateway_source; sales_education_support; combination_observation; timing_maintenance,2,"Background: Melasma is a hyperpigmentation disorder characterised by irregular brown to grey-brown facial patches. Managing melasma is challenging due to limited curative treatments and high recurrence rates. Objective: The aim of this study was to evaluate the efficacy of a standardised treatment protocol to treat melasma, reduce recurrence and improve quality of life. Materials and Methods: A retrospective analysis of 34 patients treated with our standardised multimodal treatment was done. A single session of controlled depth peel was followed by maintenance treatment with exfoliant/depigmenting actives. If deeper melanin persisted, microneedling or a Q-switch laser was performed. Severity was assessed using the Modified Melasma Area and Severity Index (mMASI), and quality of life was measured with the Melasma Quality of Life Scale (MelasQoL). Treatment outcomes were assessed after six months of completing treatment. Results: The mean MelasQoL score improved from 31.59 ± 15.46 to 14.76 ± 7.57, while the mean mMASI score decreased from 4.18 ± 3.97 to 0.88 ± 1.43 ( P < .001). Of the total patients, 82% were satisfied with the improvement. Conclusion: A standardised treatment protocol combining topical depigmenting actives, procedural interventions and systemic therapy is effective in reducing the clinical severity and recurrence whilst improving the quality of life in the management of melasma."
A,10,crossref,Aesthetic Surgery Journal Open Forum,An Analysis of Efficacy Data from Four Phase III Studies of Botulinum Neurotoxin Type A-ABO for the Treatment of Glabellar Lines,2009,10.1016/j.asj.2009.09.012,https://doi.org/10.1016/j.asj.2009.09.012,open_access_cc_by,2,injectables_neurotoxins,clinical_gateway_source; structured_taxonomy_support,28,
A,10,crossref,Aesthetic Surgery Journal Open Forum,Paradoxical Adipose Hyperplasia and Cellular Effects After Cryolipolysis: A Case Report,2016,10.1093/asj/sjv105,https://doi.org/10.1093/asj/sjv105,open_access_cc_by,2,body_contouring,safety_floor,25,
